,GISJOIN,cluster_id,distance,is_parent,frac_distance,sample_percent
318,G1200130,51,14.167381974248201,0.0,0.2916666666666667,0.10833333333333334
319,G1200150,49,23.0,0.0,0.17692307692307693,0.08538461538461539
320,G1200170,54,116.84615384615381,0.0,0.8592592592592593,0.22185185185185186
321,G1200190,14,70.62857142857138,0.0,0.3783182323954854,0.12566364647909709
322,G1200210,34,250.07142857142844,0.0,1.0,0.25
323,G1200230,46,72.69879518072298,0.0,0.7041349809885937,0.19082699619771876
324,G1200270,24,5.494791666666288,0.0,0.04716981132075472,0.059433962264150944
325,G1200290,5,32.74371859296525,0.0,0.6700176184060582,0.18400352368121164
326,G1200310,39,429.8333333333321,0.0,1.0,0.25
327,G1200330,17,116.64999999999964,0.0,0.447297297297294,0.1394594594594588
328,G1200350,16,76.50714285714275,0.0,0.7076819407008067,0.19153638814016133
329,G1200370,48,47.77093596059058,0.0,0.8879381727849825,0.22758763455699654
330,G1200390,24,36.49479166666629,0.0,0.33962264150943394,0.1179245283018868
